expEnergy1_alpha62,expEnergy2_alpha62,expEnergy3_alpha62,expEnergy4_alpha62,expEnergy5_alpha62,fitresults1_alpha62,fitresults2_alpha62,fitresults3_alpha62,fitresults4_alpha62,fitresults5_alpha62
296.5004,296.5004,296.50037,296.5015,296.50037,64798.234,61135.297,58007.82,55322.395,53878.398
296.60098,296.5997,296.60046,296.60013,296.6008,64514.422,60866.516,57747.312,55073.969,53630.594
296.70016,296.702,296.69998,296.70035,296.69974,64249.742,60604.93,57500.828,54833.508,53396.93
296.79971,296.80035,296.79941,296.79959,296.8006,64003.18,60369.504,57269.977,54609.188,53172.734
296.90042,296.89938,296.90421,296.90005,296.90048,63776.719,60152.414,57047.586,54399.07,52966.227
296.99847,297.00024,296.99979,296.99957,297.00037,63580.328,59954.812,56862.375,54209.391,52777.461
297.09918,297.10077,297.10007,297.0997,297.10059,63407.094,59783.094,56691.523,54039.266,52607.68
297.20001,297.19824,297.1998,297.20087,297.19977,63263.719,59641.527,56545.527,53890,52459.973
297.2999,297.29993,297.29929,297.30072,297.30029,63152.168,59522.895,56424.648,53765.273,52332.34
297.3999,297.39963,297.39951,297.39996,297.39996,63071.492,59434.188,56328.504,53664.094,52227.551
297.50034,297.50027,297.50052,297.50049,297.49591,63021.348,59372.754,56257.367,53585.047,52146.289
297.60071,297.60043,297.60059,297.6001,297.59991,63000.859,59338.312,56211.129,53528.723,52082.359
297.69623,297.69989,297.69775,297.69525,297.69516,63005.992,59328.832,56187.5,53493.391,52040.852
297.80008,297.80042,297.80026,297.79959,297.79941,63039.828,59342.602,56185.535,53477.344,52017.148
297.89944,297.89996,297.90015,297.90082,297.89948,63093.66,59376.336,56202.047,53479.266,52010.574
297.99936,297.99997,297.99991,298.00055,298.00009,63166.832,59427.82,56234.727,53496.043,52018.902
298.10004,298.09976,298.09949,298.10052,298.09949,63256.309,59493.469,56280.691,53525.617,52039.09
298.19833,298.20062,298.20047,298.19989,298.20102,63354.5,59571.266,56338.34,53564.875,52070.32
298.30032,298.30374,298.30066,298.29965,298.3002,63465.336,59659.395,56402.949,53611.785,52107.609
298.40012,298.40088,298.39972,298.392,298.39963,63577.355,59745.145,56471.066,53657.676,52149.871
298.50043,298.49335,298.49985,298.50018,298.49973,63690.531,59826.605,56541.902,53718.176,52195.09
298.60089,298.59863,298.59915,298.6026,298.60052,63800.938,59920.898,56611.012,53773.977,52241.039
298.70123,298.6998,298.70129,298.70035,298.7005,63905.062,60005.773,56679.262,53823.734,52284.547
298.80133,298.80048,298.79984,298.80054,298.80011,63999.996,60082.895,56738.641,53870.953,52324.086
298.89905,298.90063,298.90082,298.89929,298.90063,64081.246,60150.18,56792.449,53911.105,52358.797
298.99979,299.0036,298.99966,299.00012,299.0015,64152.582,60208.477,56835.52,53944.953,52386.828
299.10022,299.10037,299.09967,299.10022,299.10001,64208.746,60249.758,56868.969,53969.543,52405.895
299.20068,299.19943,299.19928,299.20059,299.20062,64248.945,60279.543,56890.867,53984.574,52417.184
299.30045,299.29999,299.29996,299.30045,299.30115,64272.195,60296.027,56901.18,53989.203,52419.105
299.39975,299.40115,299.40161,299.40009,299.40103,64278.613,60298.105,56899.203,53983.348,52411.324
299.50031,299.50079,299.50024,299.49927,299.49924,64268.633,60285.461,56884.441,53967.039,52393.957
299.60004,299.60013,299.60004,299.60016,299.60007,64242.27,60258.977,56857.914,53940.465,52367.348
299.702,299.69928,299.69937,299.69986,299.70938,64199.887,60219.352,56820.031,53904.027,52330.211
299.79922,299.7981,299.80072,299.79541,299.79984,64144.273,60167.551,56770.934,53859.438,52287.637
299.90167,299.8992,299.90021,299.89957,299.90042,64073.375,60103.516,56712.43,53804.156,52235.578
300.00046,300.00107,300.00061,300.00058,300.00018,63992.316,60028.59,56644.758,53741.91,52176.793
300.10086,300.09946,300.09995,300.10001,300.10016,63899.973,59946.594,56569.926,53673.652,52111.895
300.20163,300.20099,300.20078,300.19995,300.20044,63798.508,59855.109,56487.785,53599.594,52041.738
300.30023,300.30167,300.30045,300.30054,300.29187,63691.711,59757.961,56401.043,53520.641,51971.988
300.39304,300.39951,300.40103,300.40012,300.40085,63584.855,59658.289,56309.648,53438.754,51889.996
300.50119,300.49979,300.50055,300.50067,300.50073,63460.094,59553.449,56216.148,53353.867,51810.5
300.59973,300.5957,300.59952,300.60056,300.60019,63341.906,59450.27,56121.426,53268.004,51730.012
300.69931,300.6994,300.69928,300.6972,300.70016,63221.992,59340.047,56025.664,53183.781,51648.926
300.80084,300.79892,300.80014,300.80014,300.80054,63100.863,59233.883,55929.703,53096.234,51568.168
300.90042,300.90009,300.90137,300.90097,300.89999,62983.523,59128.113,55835.082,53011.426,51489.254
300.99988,301.00085,301.00058,301.00027,301.00034,62869.32,59025.406,55744.262,52929.684,51411.887
301.10165,301.09995,301.09998,301.10065,301.09967,62757.09,58927.492,55656.395,52850.102,51337.617
301.19989,301.19983,301.20096,301.20007,301.20044,62652.59,58833.137,55571.25,52774.309,51265.711
301.30029,301.30075,301.30109,301.29996,301.29846,62551.602,58742.773,55490.77,52701.902,51198.414
301.39828,301.39642,301.39993,301.39899,301.39981,62458.008,58660.574,55415.355,52633.766,51133.32
301.49979,301.49985,301.50009,301.49231,301.49963,62367.895,58578.992,55343.812,52571.789,51072.617
301.59937,301.60019,301.60025,301.60056,301.59985,62284.984,58504.461,55276.887,52508.191,51015.559
301.6998,301.70029,301.70053,301.7002,301.69751,62207.426,58435.191,55214.445,52451.883,50962.941
301.80054,301.80087,301.79999,301.79953,301.79941,62135.332,58370.633,55156.613,52399.457,50912.711
301.89999,301.90051,301.90381,301.89993,301.90128,62068.926,58310.938,55101.477,52350.266,50865.906
302.00009,301.99988,302.00015,302.00012,301.99982,62006.746,58255.266,55051.98,52304.281,50822.738
302.09958,302.10101,302.10025,302.10406,302.10028,61948.535,58202.398,55004.391,52260.266,50781.66
302.19623,302.20038,302.19855,302.2016,302.20032,61894.07,58152.617,54959.484,52219.516,50742.609
302.30026,302.30002,302.29141,302.29971,302.30255,61839.336,58104.504,54917.168,52180.039,50704.629
302.40036,302.40002,302.39987,302.40054,302.40067,61786.762,58057.199,54872.711,52140.926,50667.961
302.50024,302.49997,302.49689,302.49997,302.49924,61734.145,58009.879,54830.492,52102.113,50631.348
302.60004,302.60013,302.60022,302.6026,302.59976,61680.34,57961.516,54786.254,52062.148,50593.934
302.70032,302.70074,302.70096,302.70126,302.71054,61624.012,57911.023,54740.82,52021.41,50553.645
302.80005,302.79974,302.79922,302.80051,302.79889,61564.32,57857.977,54693.398,51978.418,50514.934
302.89972,302.9003,302.90024,302.90015,302.9007,61499.965,57800.418,54641.844,51932.422,50471.336
302.99988,302.99985,303.00159,303.00052,302.99973,61429.52,57738.164,54585.742,51882.516,50424.898
303.1011,303.09848,303.09949,303.09985,303.09409,61351.43,57670.379,54525.676,51828.441,50375.816
303.20059,303.20084,303.20084,303.1994,303.19925,61266.164,57593.738,54458.23,51769.141,50318.844
303.29617,303.30035,303.30029,303.30048,303.29901,61174.789,57510.637,54384.785,51703.312,50258.066
303.40015,303.39975,303.39999,303.39914,303.40015,61067,57418.977,54303.723,51632.047,50190.695
303.49988,303.49985,303.49692,303.49966,303.50012,60951.531,57317.406,54216.477,51552.809,50117.316
303.61163,303.59644,303.59998,303.60034,303.60004,60811.172,57209.008,54116.25,51465.863,50037.074
303.69962,303.70056,303.70029,303.69983,303.70029,60684.773,57082.875,54008.68,51371.734,49949.328
303.80023,303.80115,303.80066,303.7998,303.80066,60531.297,56948.707,53891.309,51268.902,49853.766
303.89999,303.90063,303.89957,303.89999,303.89944,60365.402,56804.113,53765.336,51157.109,49751.43
303.99875,304.00034,303.99673,303.99921,303.99915,60187.25,56647.262,53631.203,51037.203,49640.125
304.10046,304.09909,304.09967,304.09827,304.10083,59989.902,56479.574,53479.488,50908.328,49518.352
304.20187,304.19925,304.20081,304.19995,304.20016,59778.18,56297.379,53318.832,50767.066,49390.234
304.29999,304.29858,304.30048,304.30032,304.30014,59558.348,56104.043,53149.281,50617.758,49252.82
304.39954,304.39932,304.40018,304.39688,304.39944,59321.363,55895.664,52968.887,50464.277,49107.621
304.50003,304.50009,304.49945,304.49988,304.50018,59067.863,55674.582,52778.512,50292.516,48952.02
304.60126,304.60062,304.60019,304.60059,304.60074,58798.184,55441.562,52574.977,50114.602,48788.113
304.70065,304.69916,304.70349,304.69995,304.69962,58519.086,55200.891,52355.898,49929.797,48618.406
304.80057,304.79977,304.80011,304.80032,304.79993,58225.18,54943.93,52139.715,49734.57,48438.555
304.89996,304.89966,304.89948,304.90045,304.89944,57919.707,54677.348,51908.539,49531.27,48252.227
305.00049,305.00015,305.00037,304.99744,304.99994,57598.387,54398.34,51664.684,49325.844,48056.812
305.09946,305.10016,305.10059,305.09995,305.10016,57269.836,54110.199,51413.285,49102.133,47854.742
305.2009,305.20096,305.19983,305.19971,305.20007,56922.113,53810.047,51155.738,48876.414,47646.523
305.30148,305.30066,305.3009,305.3002,305.30023,56566.301,53503.738,50885.852,48642.324,47431.586
305.40021,305.40146,305.401,305.39587,305.40048,56206.883,53185.688,50610.941,48412.387,47210.648
305.49976,305.50034,305.49707,305.49991,305.49985,55835.637,52865.5,50339.781,48158.324,46986.176
305.60031,305.60037,305.60019,305.60172,305.59955,55452.453,52534.691,50044.078,47903.633,46756.219
305.70032,305.69968,305.69662,305.69965,305.7001,55063.656,52199.711,49760.672,47653.082,46520.105
305.80048,305.79984,305.80008,305.80078,305.80145,54667.512,51856.254,49453.172,47390.805,46278.34
305.89221,305.90067,305.90817,305.90039,305.90033,54297.469,51505.477,49127.938,47128.398,46038.547
306.00064,306.00079,306.00043,305.99997,306.00055,53858.691,51152.559,48843.512,46862.891,45792.918
306.09961,306.10071,306.0994,306.10068,306.09976,53451.723,50796.68,48537.141,46591.969,45547.16
306.2002,306.20081,306.20096,306.19992,306.20004,53034.992,50437.258,48220.824,46322.59,45297.141
306.30011,306.29767,306.2998,306.29996,306.2988,52618.227,50086.586,47910.523,46049.727,45049.246
306.39987,306.39981,306.40073,306.40051,306.39951,52200.203,49716.5,47592.941,45774.559,44796.031
306.50037,306.50275,306.50018,306.4982,306.49991,51778.168,49342.797,47278.969,45506.105,44543.109
306.60092,306.59415,306.59991,306.60001,306.60046,51355.5,49008.168,46964.074,45227.281,44289.875
306.70078,306.70062,306.6998,306.6998,306.69998,50935.93,48622.516,46649.133,44953.957,44039.48
306.80054,306.80057,306.79413,306.80026,306.79913,50517.688,48260.059,46351.246,44679.832,43790.77
306.8996,306.89951,306.90009,306.90405,306.901,50103.777,47902.457,46020.902,44398.746,43537.133
307.00009,307.0011,307.00034,307.00018,307.00027,49686.367,47537.871,45708.961,44138.305,43290.945
307.09909,307.10092,307.09979,307.09802,307.10001,49277.484,47181.68,45401.496,43875.551,43045.617
307.19952,307.20023,307.20126,307.20044,307.20026,48866.215,46830.062,45090.902,43603.973,42801.352
307.30051,307.29993,307.30026,307.29993,307.30042,48456.562,46480.395,44790.246,43342.176,42559.797
307.40158,307.40109,307.40002,307.40079,307.39948,48050.773,46129.652,44490.707,43080.066,42323.375
307.5004,307.49335,307.49585,307.50284,307.5004,47657.996,45811.359,44205.43,42818.449,42085.969
307.59689,307.60028,307.59998,307.60037,307.60043,47278.48,45450.645,43901.406,42570.738,41853.672
307.70047,307.70132,307.69812,307.70065,307.70074,46878.156,45113.34,43617.57,42320.301,41624.215
307.80304,307.80045,307.80344,307.80017,307.80045,46487.281,44786.816,43319.254,42075.398,41399.578
307.90039,307.89951,307.90005,307.90048,307.90039,46120.703,44465.441,43048.07,41832.727,41178.168
308.0004,307.99924,308.00003,307.99991,308.00098,45750.613,44147.23,42772.812,41596.094,40959.367
308.09796,308.0993,308.10004,308.10037,308.10077,45394.875,43833.395,42502.23,41361.465,40746.043
308.2002,308.20032,308.19998,308.2002,308.19907,45029.555,43522.367,42236.629,41132.473,40539.465
308.29919,308.29996,308.3006,308.30078,308.29614,44681.383,43220.82,41974.352,40906.285,40339
308.39978,308.4007,308.40042,308.40039,308.40005,44334.441,42921.895,41718.938,40686.465,40130.293
308.50018,308.50046,308.49887,308.50006,308.50031,43994.652,42631.355,41471.633,40470.934,39932.367
308.60037,308.60025,308.60071,308.60028,308.60004,43662.129,42346.461,41221.766,40258.82,39739.492
308.70047,308.69977,308.70038,308.70004,308.70023,43336.5,42068.02,40981.836,40052.051,39550.008
308.80063,308.80066,308.80106,308.80023,308.79993,43017.316,41791.906,40744.852,39848.996,39365.496
308.90237,308.8996,308.90033,308.89969,308.90045,42700.223,41526.422,40515.898,39651.707,39183.82
309.00034,309.00027,309.00049,309.00034,309.00012,42400.527,41262.457,40290.156,39456.809,39007.617
309.10046,309.09982,309.10043,309.10077,309.09625,42101.188,41006.891,40069.855,39266.723,38840.707
309.20032,309.19989,309.20001,309.19986,309.20456,41809.078,40755.758,39855.191,39083.164,38659.953
309.29953,309.2995,309.30054,309.30023,309.29993,41525.027,40511.227,39643.613,38901.812,38501.945
309.40137,309.40063,309.3999,309.40002,309.39999,41240.551,40268.898,39439.004,38725.586,38341.059
309.49994,309.50034,309.49994,309.496,309.49927,40970.676,40035.148,39237.902,38559.141,38185.066
309.6004,309.60175,309.60004,309.59979,309.5997,40702.242,39803.262,39041.387,38385.211,38031.285
309.69986,309.70078,309.70032,309.70023,309.7002,40442.348,39581.547,38849.176,38220.293,37881.145
309.80081,309.80045,309.80093,309.7998,309.79971,40184.969,39363.703,38660.961,38060.496,37735.84
309.8999,309.90039,309.90073,309.89984,309.90054,39937.797,39150.426,38478.543,37903.914,37592.48
309.99973,310.00098,310.00006,310.00012,310.00061,39694.746,38940.992,38301.148,37750.773,37453.492
310.09982,310.10013,310.0993,310.09979,310.10086,39456.812,38739.105,38128.09,37602.086,37317.66
310.2012,310.20023,310.20227,310.1998,310.20035,39221.879,38540.344,37953.719,37456.562,37185.953
310.29919,310.30252,310.30011,310.29922,310.2998,38999.469,38342.629,37790.934,37315.234,37057.445
310.40222,310.39972,310.40027,310.39996,310.40021,38772.41,38158.18,37628.781,37175.789,36931.055
310.49918,310.50009,310.50064,310.5004,310.5011,38562.621,37972.973,37470.27,37040.074,36807.238
310.6004,310.60052,310.59778,310.60001,310.60001,38349.828,37792.18,37319.812,36908.531,36688.328
310.69925,310.7005,310.70035,310.69949,310.70142,38146.602,37616.488,37165.984,36780.238,36569.859
310.80005,310.80057,310.80035,310.79834,310.80057,37944.863,37444.926,37019.102,36655.617,36456.262
310.89984,310.89999,310.89951,310.89777,310.89987,37749.84,37278.441,36876.75,36533.305,36345.137
310.99786,311.00064,311.00034,311.00055,310.99939,37562.566,37114.281,36735.809,36410.586,36236.352
311.10034,311.10062,311.10016,311.10239,311.10031,37372.656,36955.059,36599.398,36291.691,36128.859
311.20251,311.18823,311.2002,311.19989,311.20029,37188.109,36815.996,36466,36179.547,36024.59
311.29977,311.30002,311.30197,311.3002,311.30112,37015.805,36648.941,36333.934,36067.426,35921.984
311.40054,311.39954,311.3989,311.39984,311.39911,36842.539,36501.707,36210.086,35958.438,35823.836
311.49945,311.50024,311.4996,311.49936,311.50031,36676.379,36356.633,36085.242,35851.984,35725.371
311.60056,311.60059,311.60031,311.60028,311.59949,36511.328,36215.566,35963.34,35746.727,35630.484
311.70084,311.70062,311.70032,311.70071,311.70193,36351.645,36078.297,35844.945,35644.164,35535.242
311.79996,311.79904,311.80096,311.80029,311.8006,36197.574,35946.152,35728.676,35544.461,35444.586
311.90039,311.90009,311.90021,311.90036,311.89966,36045.742,35814.352,35616.34,35446.48,35355.438
312.00027,312,311.99997,312.00027,311.99954,35898.5,35686.949,35506.059,35350.637,35267.457
312.10089,312.10025,312.09677,312.09637,312.10037,35754.148,35562.27,35400.738,35259.441,35180.52
312.19925,312.20078,312.20016,312.20255,312.20099,35616.117,35440.277,35292.16,35162.938,35095.289
312.29636,312.29486,312.29514,312.30045,312.30319,35482.918,35327.293,35192.754,35073.969,35010.559
312.40079,312.4003,312.40076,312.39996,312.40048,35344.93,35206.191,35086.918,34985.492,34930.16
312.49899,312.50037,312.49918,312.49704,312.50064,35217.164,35092.855,34988.867,34900.129,34849.301
312.59998,312.6008,312.60266,312.59988,312.59637,35089.668,34981.762,34888.969,34812.52,34772.188
312.70184,312.69992,312.70081,312.70035,312.70007,34964.504,34874.293,34794.988,34727.887,34691.68
312.80008,312.79941,312.79984,312.80127,312.80063,34846.027,34768.879,34702.145,34644.34,34614.07
312.89999,312.90036,312.90002,312.89987,312.8989,34728.832,34664.566,34610.223,34563.465,34538.723
313.00015,313.00287,312.99973,312.99313,313.00015,34614.246,34561.273,34520.285,34486.852,34462.68
313.09875,313.10022,313.10181,313.10162,313.10199,34503.777,34464.121,34430.324,34402.477,34387.203
313.20013,313.20013,313.19778,313.19986,313.20081,34393.465,34366.957,34345.84,34325.055,34314.086
313.29984,313.30075,313.30063,313.29993,313.3017,34287.137,34271.172,34258.273,34247.523,34240.582
313.40024,313.40067,313.40076,313.39954,313.40002,34182.613,34177.707,34173.758,34171.09,34168.996
313.49423,313.50095,313.49371,313.50009,313.50064,34085.461,34085.672,34094.812,34094.906,34096.781
313.59995,313.59985,313.59964,313.60004,313.60037,33981.188,33996.176,34009.039,34019.738,34025.473
313.70078,313.69824,313.70038,313.69925,313.69983,33882.875,33908.488,33927.477,33945.574,33954.691
313.79709,313.79874,313.80182,313.80057,313.7998,33789.875,33820.824,33846.488,33870.871,33884.004
313.90048,313.90295,313.90125,313.89319,313.89981,33693.586,33732.164,33767.582,33801.188,33813.605
314.00021,314.00043,313.99957,314.00089,314.00031,33601.773,33649.105,33690.129,33724.191,33743.238
314.10019,314.10052,314.10016,314.10025,314.10059,33511.5,33565.594,33612.184,33651.906,33673.191
314.20059,314.20142,314.19943,314.198,314.20026,33422.574,33482.75,33535.688,33580.797,33603.609
314.30002,314.29996,314.30142,314.30103,314.29663,33335.832,33402.379,33458.367,33507.336,33535.738
314.40009,314.3999,314.39868,314.40088,314.40067,33250.117,33322.152,33384.215,33435.742,33464.266
314.50085,314.49973,314.50067,314.50034,314.49994,33165.34,33242.922,33308.059,33364.57,33395.133
314.60147,314.59439,314.60046,314.59949,314.59988,33081.969,33167.477,33233.582,33293.727,33325.688
314.69949,314.70068,314.70007,314.69962,314.69986,33001.371,33086.246,33159.645,33222.539,33256.207
314.79922,314.80072,314.80054,314.80066,314.80011,32920.855,33009.289,33085.648,33151,33186.535
314.90057,314.8989,314.90073,314.90002,314.90027,32840.457,32934.027,33012.141,33080.355,33116.82
315.00037,314.99976,314.99957,314.99738,315.00015,32761.963,32857.914,32939.641,33010.75,33047.137
315.10046,315.1004,315.10019,315.09659,315.09943,32684.23,32782.512,32866.512,32940.25,32977.637
315.20029,315.20013,315.20013,315.20044,315.20032,32607.537,32708.15,32793.984,32867.461,32907.227
315.30045,315.29941,315.30127,315.30008,315.30032,32531.498,32634.541,32721.094,32796.766,32837.125
315.40051,315.40109,315.40073,315.40009,315.39957,32456.297,32560.15,32649.273,32725.877,32767.264
315.50018,315.50085,315.49939,315.49841,315.49976,32382.047,32487.213,32578.049,32655.805,32696.807
315.59976,315.60025,315.60056,315.60089,315.60162,32308.543,32414.883,32505.744,32583.65,32625.391
315.70071,315.7009,315.69952,315.70309,315.69992,32235.002,32342.326,32434.732,32511.623,32555.623
315.79974,315.79898,315.80014,315.79764,315.79984,32163.092,32271.457,32363.068,32443.402,32484.951
315.90005,315.90054,315.90067,315.90042,315.89984,32091.137,32199.201,32291.621,32371.074,32414.137
316.00015,315.99976,316.00015,316.00095,315.99976,32019.857,32128.473,32220.846,32299.857,32343.268
316.09613,316.09909,316.09982,316.09866,316.10046,31951.125,32057.98,32150.1,32230.012,32271.889
316.19501,316.20059,316.19736,316.19977,316.19937,31881.412,31986.693,32080.521,32158.438,32201.293
316.30109,316.3002,316.30045,316.29987,316.30069,31808.656,31916.611,32008.299,32087.34,32129.395
316.39975,316.40039,316.39999,316.40021,316.39975,31739.986,31846.543,31937.982,32016.146,32058.58
316.50104,316.50037,316.5011,316.49982,316.50064,31670.553,31776.914,31867.098,31945.396,31986.865
316.60028,316.60019,316.60083,316.60092,316.60016,31602.602,31707.717,31797.117,31874.023,31915.898
316.69943,316.69989,316.69571,316.69943,316.70016,31535.182,31638.934,31729.74,31804.076,31844.771
316.7998,316.79971,316.80032,316.7998,316.80096,31467.682,31570.453,31657.871,31733.363,31773.355
316.90033,316.90063,316.89969,316.90036,316.90015,31400.588,31501.811,31588.812,31662.732,31702.871
317.00024,316.99591,317.00012,316.99744,317.00098,31334.246,31436.174,31519.51,31594.002,31631.715
317.09995,317.10034,317.09912,317.10034,317.09998,31268.479,31366.641,31451.191,31522.635,31561.654
317.19995,317.20044,317.19992,317.20062,317.20056,31203.053,31299.525,31382.328,31452.812,31491.025
317.29993,317.29993,317.2998,317.30087,317.29987,31138.131,31233.1,31314.244,31383.287,31421.281
317.40057,317.4006,317.39606,317.40137,317.40021,31073.422,31166.564,31248.227,31313.967,31351.316
317.5007,317.49854,317.50079,317.49982,317.50244,31009.457,31101.715,31178.652,31245.979,31280.768
317.60013,317.59656,317.60181,317.59891,317.60095,30946.318,31037.279,31111.248,31178.061,31212.387
317.70053,317.6973,317.70059,317.70081,317.69769,30883.295,30972.117,31045.307,31109.225,31145.229
317.79974,317.80017,317.80011,317.80023,317.80048,30821.307,30906.539,30979.49,31041.99,31075.604
317.90009,317.90082,317.90359,317.90054,317.89954,30759.404,30842.461,30912.396,30974.809,31008.201
318.00037,317.9982,317.99652,317.99658,318.00058,30698.111,30780.32,30850.51,30910.084,30940.369
318.10452,318.09723,318.07037,318.10037,318.10056,30635.906,30718.059,30797.428,30842.393,30873.59
318.2001,318.19989,318.19998,318.20062,318.1991,30577.729,30654.924,30720.725,30776.916,30808.055
318.29996,318.30389,318.3009,318.29813,318.29703,30518.506,30591.91,30657.135,30713.266,30743.389
318.3999,318.39896,318.39996,318.40009,318.40005,30459.891,30533.145,30594.967,30648.289,30677.082
318.49985,318.50003,318.49997,318.49976,318.49973,30401.916,30472.604,30533.041,30584.953,30612.912
318.59933,318.59995,318.59991,318.60083,318.59766,30344.756,30413.172,30471.793,30521.684,30550.139
318.69934,318.70004,318.6998,318.69992,318.70016,30288.062,30354.344,30411.246,30459.928,30486.102
318.80072,318.79959,318.7977,318.80002,318.8017,30231.562,30296.404,30352.168,30398.459,30423.213
318.8978,318.90051,318.90033,318.89981,318.89581,30177.244,30238.658,30291.963,30337.836,30364.088
318.99911,319.00183,319.00003,319.00134,319.00098,30122.15,30181.496,30233.625,30277.277,30301.227
319.10052,319.09973,319.10165,319.09985,319.09973,30067.752,30126.281,30175.326,30218.664,30241.723
319.19977,319.20068,319.20142,319.19308,319.20026,30014.797,30070.74,30118.494,30162.795,30182.32
319.30035,319.30042,319.30026,319.30023,319.30014,29962.15,30016.393,30062.775,30102.529,30123.994
319.40057,319.39975,319.40039,319.40421,319.40308,29910.389,29962.963,30007.416,30044.361,30065.402
319.4996,319.50046,319.5004,319.49875,319.49963,29859.754,29909.883,29952.926,29990.408,30010.004
319.60077,319.59311,319.60089,319.60059,319.60315,29809.244,29860.135,29899.107,29934.729,29952.988
319.6998,319.70074,319.69791,319.70059,319.70016,29760.127,29806.504,29847.242,29880.551,29899.119
319.79984,319.79944,319.79999,319.80066,319.79932,29711.475,29756.445,29794.576,29827.207,29845.361
319.89819,319.9003,319.90082,319.90195,319.89954,29664.029,29706.531,29743.148,29774.332,29792.111
319.99966,320.00046,319.99988,320.00049,319.99988,29616.484,29657.613,29693.08,29723.176,29739.693
320.10043,320.10037,320.09995,320.10025,320.10095,29569.895,29609.561,29643.537,29672.49,29687.934
320.20035,320.20068,320.20007,320.19955,320.19983,29524.309,29562.221,29594.832,29622.82,29637.75
320.3009,320.30029,320.30002,320.30038,320.30051,29479.352,29515.895,29547.047,29573.604,29587.941
320.39981,320.40585,320.40033,320.39951,320.39972,29435.578,29468.914,29500.035,29525.773,29539.477
320.49988,320.5007,320.50027,320.49872,320.49738,29392.301,29425.424,29453.975,29478.791,29492.322
320.60043,320.59979,320.60077,320.59943,320.5994,29349.656,29381.646,29408.602,29432.264,29444.852
320.69254,320.69958,320.70087,320.69928,320.70041,29309.518,29338.441,29364.111,29386.775,29398.506
320.80017,320.80011,320.80121,320.80087,320.8035,29266.768,29295.811,29320.344,29341.676,29352.492
320.90125,320.90024,320.90057,320.89996,320.90009,29226.125,29254.012,29277.576,29297.994,29308.9
320.99997,320.99988,320.99872,321.00031,320.99994,29186.664,29213.076,29235.863,29254.85,29265.355
321.09998,321.1001,321.09988,321.10086,321.10095,29147.682,29172.797,29194.305,29212.506,29222.41
321.19974,321.20105,321.19989,321.20056,321.20053,29109.461,29133.143,29153.795,29171.182,29180.637
321.29947,321.29987,321.3002,321.29984,321.30093,29071.943,29094.639,29114.008,29130.75,29139.516
321.40012,321.40036,321.40005,321.39981,321.4007,29034.949,29056.541,29075.066,29090.959,29099.33
321.49963,321.50269,321.50052,321.50009,321.50064,28998.795,29018.836,29036.746,29051.873,29059.885
321.59949,321.6015,321.60278,321.60013,321.60144,28963.213,28982.402,28998.828,29013.57,29021.035
321.69989,321.70346,321.69241,321.69928,321.7005,28928.158,28946.111,28963.701,28976.133,28983.23
321.8002,321.80148,321.80005,321.80038,321.7998,28893.686,28911.039,28926.234,28939.029,28946.057
321.89963,321.89923,321.89938,321.90067,321.90201,28859.873,28876.557,28890.732,28902.711,28909.057
322.004,322.00021,322.00064,321.99991,321.99945,28825.934,28842.156,28855.531,28867.166,28873.451
322.10028,322.09982,322.09976,322.09686,322.10062,28793.582,28808.531,28821.254,28832.582,28837.918
322.20071,322.20181,322.20071,322.2005,322.19992,28761.336,28775.271,28787.428,28797.764,28803.404
322.33289,322.29834,322.29984,322.30096,322.29956,28726.27,28743.438,28754.619,28764.215,28769.654
322.39984,322.40009,322.39929,322.40018,322.39975,28699.215,28711.75,28722.57,28731.664,28736.68
322.50134,322.5004,322.50095,322.50076,322.49945,28668.992,28680.939,28690.996,28699.695,28704.535
322.60004,322.60031,322.60092,322.60034,322.59283,28639.596,28650.746,28660.221,28668.471,28673.766
322.69989,322.69977,322.70035,322.70056,322.69989,28610.504,28621.051,28629.986,28637.678,28641.912
322.80115,322.79993,322.80072,322.80026,322.80121,28581.66,28591.689,28600.082,28607.393,28611.209
322.8992,322.90051,322.89969,322.89975,322.89987,28553.461,28562.686,28570.734,28577.568,28581.244
323.00058,323.00259,322.99942,322.99991,322.99954,28525.369,28533.977,28541.748,28548.137,28551.641
323.10034,323.10031,323.10037,323.10046,323.10019,28497.814,28506.07,28513.111,28519.148,28522.432
323.20236,323.20078,323.20111,323.20096,323.1998,28470.514,28478.377,28484.967,28490.654,28493.814
323.30093,323.30023,323.30072,323.30051,323.30106,28443.883,28451.209,28457.385,28462.73,28465.559
323.40265,323.39969,323.40039,323.40021,323.40033,28417.459,28424.48,28430.26,28435.273,28437.959
323.50064,323.49951,323.49948,323.49997,323.49997,28391.674,28398.146,28403.615,28408.27,28410.797
323.59955,323.60049,323.59915,323.60037,323.60001,28366.195,28372.135,28377.342,28381.652,28384.045
323.69989,323.70126,323.69284,323.69992,323.70026,28340.982,28346.518,28351.828,28355.502,28357.697
323.79993,323.80096,323.7998,323.79941,323.80142,28316.119,28321.316,28325.865,28329.736,28331.688
323.89999,323.89972,323.89941,323.89996,323.90012,28291.551,28296.477,28300.688,28304.254,28306.186
323.99899,324.00043,324.00061,324.00031,324.00027,28267.297,28271.818,28275.727,28279.104,28280.918
324.09427,324.10046,324.10095,324.10028,324.09763,28243.441,28247.455,28251.09,28254.262,28256.092
324.20041,324.19983,324.19949,324.19974,324.2009,28219.348,28223.371,28226.801,28229.719,28231.242
